id,Title,Content,Categories
387,18 yrs. Grade 12,"Our daughter struggled with school from grade 2 onward. Every year brought new challenges. Her anxiety grew into anorexia and depression in grade 8. Her circle of friends dwindled as she withdrew into herself. Once into high school, she fought hard to find a place within social groups to feel as if she belonged. She bounced from peer group to peer group, experimenting with drinking and weed. As a parent, it was terrifying. We had psychiatric help all the way through, but we never could break through her low self-confidence. I truly believe this is a vital piece of her mental well-being. The social pressures, friendships, feelings of being judged by others in high school grew, and she missed so much of grade 11, we thought she might not graduate. Through medication, therapy, and the ongoing support of her high school, she rallied and had a stellar grade 12 year. Her kindness, sensitivity, and high intelligence shine through. Now she is entering university with two academic scholarships. We are Canadian, so we are lucky not to have had SATs to study for, on top of everything else. Otherwise, I’m not sure if she’d be entering university this year. She still struggles, but she is a fighter. We will support her, every step of the way. And honestly, it has been an exhausting, terrifying, and heartbreaking journey.",Secondary School
388,16 yrs. Grade 11,"My son's first year in high school was a nightmare: a very large school, new territory for him to navigate, new influences, and reluctance by him to ask for support. It became a full-time job just to try and stay on top of his assignments, homework, and deadlines. It became so overwhelming for him; he began to skip classes; then we allowed him to drop classes all because he couldn't possibly keep up with the workload. It was a perfect recipe for failure. An unprepared student with reading challenges, poor executive functioning skills, an enormous school, and the ego of a 15-year-old boy reluctant to ask for help. Add to that a system that is set up to enhance the experiences of students who are “normal” or high achievers and that also supports students with lower IQs with a life skills program - this allows the kids in the middle like my son, who doesn't qualify, to get lost in the shuffle. Teachers are consistently inconsistent in the way they communicate assignments and deadlines. As an adult, even I was frustrated trying to navigate the websites and emails in attempts to sort out homework and try to keep my son on track. We are now looking at an alternative high school program. I am hopeful he will be accepted, as they only allow 40 students, and the demand is high.",Secondary School
389,16 yrs. Grade 11,"My son dislikes going to school. It started in grade 4. His teacher bullied and embarrassed him because he wasn’t comfortable performing/speaking in front of the class. Grades 5 and 6 were better due to a great teacher. Grades 7 and 8 were also pretty good. The issues started again in grade 9. The school counsellor and a few teachers made him feel something was wrong with him. Grade 10 has been the worst. Started high school. Too many people. Teachers either said he has a problem because he was rude or just didn’t care if he was there or not. Was difficult to see his school counsellor. They had too many kids to see. Also, he does not enjoy most of the subjects. Basically, he’s told: too bad, so sad. All the kids just hide out in the bathrooms. Got many calls from him being upset and having panic attacks while I was at work. He just keeps saying he can’t be there. Tried doing online science. Started late. Wasn’t able to finish. Plus, it was lonely. I don’t know what to do. I hate making him go somewhere he hates, yet doing school online is lonely. Not good for an anxious kid with bouts of sadness and depression. Options? He would like to go to some of the classes but has a hard time with the long, kind of boring ones. Three hours is too long for one class with a short break, like English or Socials. I don’t recall having such long classes for 2 blocks. I think 1 block is plenty.",Secondary School
390,16 yrs. Grade 11,"We struggled a lot with school. One teacher told my child that her autism was a punishment from God - that is a terrible thing to tell a child! It led to permanent resentment of faith-based institutions. Another school did not know what to do after my child had a failed suicide attempt - instead of trying to find out what happened, the school tried to distance itself from the whole affair. No action was ever taken against the kids bullying my daughter. This led to a meltdown at school and a second suicide attempt. My daughter was assaulted at school - we were told that she was telling an inappropriate story and refused to stop when asked by the other student to do so (difficulty with social interaction is a symptom of autism) Her failure to stop talking provoked the other student into slapping her across her face. The school principal decided that she should be suspended for a day for her “part” in being assaulted. Victim blaming is never OK! It was after this event that we felt forced to take our child out of that school.",Secondary School
391,15 yrs. Grade 10,"My son was socially awkward from day one in school; the isolation started very young, and the teachers kept encouraging me to focus on play dates outside of school. I did my best, but eventually, the playdate invitations weren't reciprocated, and I gave up. We had our own social support network of kids with whom my son connected, but it didn't help him at school - where he spends 80% of his time. He has been the victim of social isolation his entire school experience thus far. School staff have had limited skills and ability to assist with this, and I believe that this has impacted his sense of self and his mental health in a significant way. Home is the only safe place for him, and if he was a child where home wasn't a safe place, we would be talking about a much worse story here....Our school system needs to do better.",Secondary School
392,17 yrs. Grade 12,"My daughter was bullied by peers and struggled through classes, but didn’t struggle enough to get much help. Yet in her mind she was failing at everything - friends, school; then she hit rock bottom when her dad and mom were divorced. She became depressed and had migraines and stomach pains - self-harm, suicide, and severe anxiety followed.",Secondary School
393,17 yrs. Grade 11,"I have struggled with a couple of my daughters - it is heartbreaking and makes you feel sad and mean when you start pushing them to go. When you try to make changes to fix the problem, you need to be strong enough to advocate for your child against a system that is not flexible.",Secondary School
394,15 yrs. Grade 10,"My daughter was in grade 9 - so already a big transition year for her in starting high school. She was also recently diagnosed with ADHD, LD, and anxiety. When she was overwhelmed, her anxiety would peak. She went on ADHD medication that made her anxiety worse. Once she went off the medication, she had missed so much school and was behind already; she had missed important lessons/quizzes/assignments, and it was tough getting back to routine and catching up. Damage was done, but with the school's help, she was able to finish the year and get all of her credits (barely)....She still struggles every day and could use an academic coach to teach her coping, methods for doing homework, how to use her IEP, and life skills that will work for her - so she need not struggle every day to keep up.",Secondary School
395,13 yrs. Grade 9,"While it's only the third day in the new school year, my 13-year-old daughter has only been to school for about one full day altogether, due to extreme anxiety and school refusal. This has been ongoing since the beginning of grade 7 (she's now beginning grade 9). Although her elementary school has been wonderful in trying to accommodate her and her needs, it wasn't enough.",Secondary School
396,14 yrs. Grade 10,"It begins slowly in the beginning. They wake up and groan groggily that: * they didn't sleep well, tummy ache, headache (*insert any imaginable reason for not going to school). Then it begins to appear to become a ""habit"" and you explain they have to go to school. ""It's the law!""... (because you think they're making excuses, because they're simply tired and don't want to go). You feel you have to push them to go (which causes more angst). You feel it's your duty as a parent to get your child to school, even when it hurts them. And they physically hurt. Then you go through the reasons it could be, i.e., is my child being bullied? trouble in a course, social issues with a friend? And then it begins to happen more frequently. It's insidious. Until one day your child... j u s t s t o p s g o i n g to school!! And your heart breaks, because you know if they could they would, but they c a n ' t. That's when we reached out to the family doctor for an assessment. MORE therapy with the psychologist, anything that would help us help our child. They need to feel heard!! There is a veil that comes over a kid who is struggling, and it is important to let them know it doesn't define them. Keep them interacting socially with their friends, even if they haven't attended school. Support the child to their core. And let them know it's going to be O K A Y! Favourite motto: ""This too shall pass....""",Secondary School
397,15 yrs. Grade 11,"Our road has been long and is still full of twists and turns. My daughter is in grade 11 and is 16 this week. She has not had a “regular” school year since grade 7. Her anxiety began much earlier; from day one of kindergarten, she hid and did not speak. To anyone outside the house, not to friends or teachers. She was diagnosed as having a form of anxiety, select mutism. This continued through grade 4 and included not only silence but also being frozen and crying before school. I couldn’t get her out of the car. She missed on average a day a week. And in the evenings, she was the opposite: she threw tantrums, screaming, crying, and wrecking things. We exhausted all support and were left with the final option - change schools. We moved as a family and apprehensively took her to an ice cream social before the new school year. When a welcome group came to give her a tour of the school, she talked! It was like we could finally breathe after years of tension and fears. She had 3 wonderful years of this, connecting with kids, opening up, laughing, and being engaged in learning. We also discovered that she was educationally way behind and not at level in reading or math. It still was a rough road of enforcing tutoring and needing extra school support, but she seemed to be doing better. The school system started high school at grade 8, so we decided to move again, to be closer to family, but also to give her an opportunity to stay on in middle school. So grade 8 was another fresh start. She still spoke but remained shy and disengaged. By mid-spring, she stopped attending and missed the last month and a half of school. Enter high school, she went in optimistic but didn’t make it past September. And at this point depression had crept in. She just slept all day and every day and withdrew. During all this time, we accessed mental health support through the public and private systems. She had seen every type of support, one-on-one weekly/monthly visits, anxiety groups, and had been put on medication. Grade 9 was a wash; grade 10 was started at [redacted], but the fact that she could stay home meant she barely attended the support hours and didn’t finish any work. By November, she got a placement in [redacted], where we hoped a change in habits could occur. It did, as she returned home for Christmas and started at [redacted] in January. This is the first place that felt right. She has an assigned Learning Support teacher and Counsellor. This team checks in with her and keeps her engaged with learning and even outings with the school, although she still struggles and misses some days. Artemis doesn’t make her avoid going back; her counsellor will message her or check in on these days and has even picked her up for school! Our goal now is for her to get caught up and complete high school. That is all we can hope for; her anxiety will be lifelong, but at some point, the skills she’s been taught will help her live a fulfilling life. Whatever that looks like.",Secondary School
399,15 yrs. Grade 10,"In the second semester of ninth grade, my daughter completely shut down. She is highly intelligent (was advanced a few years in elementary), and I don’t understand why she suddenly stopped getting high marks. She didn’t complete any assignments, and then finally for the month of June, she did not go to school once, not even for final examinations.",Secondary School
400,19 yrs. Grade 12,"My 14-year-old daughter lost her very best friend to suicide at age 13 due to depression and issues with school. They were like twins. Best friends for 7 years. My daughter was devastated. Refused to go back to school, too difficult now alone. Tried to go half days. Tried alternate days. Teachers were of little help. School stopped sending homework. Struggled for 2 years. School did nothing to encourage her to return. She dropped out of high school for a year. No calls from school. I finally found an alternative smaller school, where she started in an outreach program and now attends 3 full days.",Secondary School
401,18 yrs. Grade 12,"My son experienced an existential crisis after his grandfather’s death. Wrapped up in my own grief, I did not see his struggle. He became disassociated and disengaged from school and didn’t want to go. It was a classroom teacher who asked me what was going on with him, because when he was at school, he was shut down.",Secondary School
402,14 yrs. Grade 9,"When I was in grade 7, I was singled out every day for 4 months, to the point where I begged my parents not to send me back to the school, I would sob almost every day and feel sick at the thought of going back to a school with a borderline mentally abusive teacher and no support. I became depressed and had suicidal thoughts. Because of this, I strongly believe that teachers and school staff should all be monitored more closely on what they’re doing in their classroom. After I left the school, this teacher had many complaints against him, yet they were not taken seriously, and he continued to teach for 2 years at that school. I was blamed for my lack of attendance, and there were no repercussions against my teacher.",Secondary School
403,17 yrs. Grade 12,"My daughter has panic attacks about school, especially when teachers speak in a condescending tone that is intended to imply encouragement but actually just lacks understanding of what my child is struggling with. Oftentimes, the teachers don’t have other solutions or approaches to a situation other than to say, “Well, just try your best!”, and when your child is already trying their best, this feels like failure. My child, too, can be stubborn to try different approaches; for example, she initially refused audiobooks because she had always been an avid reader until PANS caused her some kind of scrambled reading disorder similar to dyslexia that she never had before and never learned to cope with. She would just rather that certain criteria weren’t required, such as reading a book and then answering worksheets about what she has read. She loathes worksheets and homework, and flat-out refuses to do either, especially outside the classroom setting. She would rather read and take a test and be done. It's also been our experience that anything different from the typical course is seen as “catering to” and an “easy pass” for my child; they'll even sometimes SAY so, even when our ideas are just as educationally challenging - easy is not what we are going for - and that attitude, in fact, reinforces the whole doubt of why school is even important for her anyway, since there’s no challenge or new material, a question she often asks me, and at this point, with the attitude the school has given me, as if it is just a requirement of the law and they just need her to be a warm body there for a minimum number of hours a week, it's hard to tell her that it matters. We go to these 504 meetings intending to bring new suggestions based on how my daughter learns best, such as being allowed to draw during lectures (it helps her retain the info she is hearing), or taking larger or more frequent tests on a subject, as opposed to homework and worksheets with redundant, and often subjective, questions that leave her panicking because she obsesses over what the teacher might have been thinking when she wrote the question rather than what she herself has learned from the material. Learning should be a part of life that is more individually encouraging, paced, and designed, especially for kids who aren’t neurotypical. The school has even denied us an actual 504 this year, saying all the accommodations she needs are met through their after-school tutoring program, but they're not. The after-school tutoring program is designed for kids who can’t attend during the day because they have a variety of things going on, but almost all of those kids are neurotypical kids with life circumstance issues...my kid is not...and continuing to push that envelope makes her feel even more isolated and feel as if she doesn’t belong there but has to be there. My child isn’t intellectually delayed, but she is being passed along as such, as long as she shows up. Half the time she can’t even do that because her symptoms are unpredictable and unplanned, and stress makes them worse, and they make it seem like she is just lazy and slow, neither of which is her at all. She is actually quite gifted, and their school counsellor even stated so when she looked at my daughter’s test scores and educational history. It’s almost like they just don’t believe us, that this illness has seriously got her so far off the course of a normal life that school would be better off delayed altogether until we could at least begin treatments. They promised to “just pass her” if she shows up for her twice a week two-hour tutoring. Even they agree it isn’t fair to her...she deserves better, but they put that on her, like, “You deserve better and could do better, but you would have to try harder. If you're not willing to try, then this is what we have to offer.” They don’t seem to realize how hard it is and how much it takes out of her just to TRY to leave the damn house. I've asked them if they'd treat her the same way if she had cancer or was in a coma, and they simply respond, “But she isn’t”, as if this isn't as serious as either of those, and it is! My daughter's own immune system attacks her brain every time she encounters a germ it doesn’t like...this means she doesn’t get normal symptoms; this means we don’t even know when she’s sick, sometimes until she’s suicidal. My daughter is as much at risk of dying from her illness as those kids, and her life right now is about surviving, not redundant math worksheets and character analyses of a work of fiction. Sometimes, even without the PANS challenges, I wonder if these educators have any idea how autism works and what concrete and objective thinking is. My daughter doesn’t give two hoots about character analysis; ask her about the facts, and she will nail that every single time. She's not stupid she's just not interested in the gobbledygook that comes with core model learning in an attempt to form critical thinking skills, which she already has quite naturally, thank you.",Secondary School
404,16 yrs. Grade 10,"My son has always struggled with anxiety, but after witnessing his younger sister get injured by their father - she died a horrific death - he has complex PTSD on top of the anxiety. Neither our legal system nor our school system recognizes his poor attendance as school refusal or as a result of his struggling with his mental health. He’s been labelled a bad kid, lazy, unmotivated, and difficult.",Secondary School
405,15 yrs. Grade 9,"My daughter started struggling with her organization in grade 5. Her male teacher would call her lazy and intimidate her to try and get her to do homework. Her best friend turned on her in grade 7, and my daughter started to show signs of anxiety and was sick a lot. In grade 8, she couldn’t go to school in the last month and only dragged herself in to graduate. In the summer of grade 8, we paid $3,000 for the psychoeducational assessment, which showed ADHD-I and anxiety, along with gifted levels of English comprehension and writing. She had low math comprehension in certain areas. Her doctor prescribed Concerta, and she was given a dose at 6 a.m. to wake up. She had appetite loss and was only able to eat two hours after the drug wore off. Often 7 p.m. was her first meal of the day. She was able to attend school full-time without proper accommodations until February. At that point, she was exhausted and full of anxiety, and refused to take the medication. We experimented with different doses and tried a new drug, without any results. Currently, she is completely off medication and is not going to school. She is experiencing social and general anxiety. We moved from [redacted] to an island in [redacted] to give her the quiet nature setting she loves. She is happy but unable to attend school. We have sought help from the high school and youth mental services, but the latter has very long waiting lists.",Secondary School
406,16 yrs. Grade 11,"Every day they have good intentions of going to school and doing well, until they go to bed and think all night about everything they have to do the next day. They are then too exhausted to get up in the morning; they basically freeze...fight or flight mode.",Secondary School
407,16 yrs. Grade 11,"When my children were four and eight, their father decided to absent himself from their lives on a semi-permanent basis, which has increased over the last twelve years to the point of a visit two or three times a year for a meal. Our home caught fire, with me home alone, a month after he left. He bankrupted our family four months later, leaving the children and me homeless and me without a job or money. My family lived a day’s drive away, and I couldn’t leave the County due to legal constraints. The children remember all of this. 
We stabilized with a small rental and a job that allowed me to parent without babysitters very often for two years. At that time, a new man came into our lives and became very important to the children as we became closer and eventually married four years later and moved into his home. He passed suddenly six weeks after the wedding from cancer that was undetected until four weeks before he passed, leaving the three of us in a new area and no family support and no social support.
The children “crashed” at different times, my older son within a year of his stepfather's death, and my daughter two years later after the death of my father, her only consistent grandfather.
Life is often unpredictable and traumas happen, both intentionally and by chance. Children must be allowed to heal.",Secondary School
408,17 yrs. Grade 12,"My son started having anxiety in grade 5, and as he got older it worsened. By grade 9, I was fighting with him to go to school; in grade 10, he just stopped going. I had meetings with the school. They offered a quiet room to do work and an in-home tutor. He should be in grade 12 this year, but because they only had one way to deal with this, he is now waiting to turn 18 to be allowed to get an education. We have been to the hospital because of his suicidal thoughts, only to be given a bandaid approach and a name for a psychiatrist with a two-year waiting list. A family doctor said his problem was that he was growing too fast; that’s why he felt dizzy, shaky, and sick to his stomach.",Secondary School
409,14 yrs. Grade 9,"My son's kindergarten teacher would call me and tell me he would not sit on the sitting mat and for that he was disciplined. He has never sat still and when he and I study for tests, he is either jumping on the trampoline while I explain things to him and he asks questions, or he has a hockey stick in his hands and is stick-handling while I teach. I know he can't do that in a classroom, but he cannot focus while sitting at a desk all day long listening to lectures and doing questions out of books. What adult even learns this way??? Now, he's in grade 9 and at parent-teacher interviews, I'm still getting, “He can't sit still.” I say, “Well, I'll buy him a swivel chair and he can swing back and forth while he listens”, but the school board refuses this. Even a Bosu ball would work, but all students need to have this option so that my child is not considered “special”. My child's teachers are unable to provide him with the accommodations he needs because class sizes are too big, and last year our government issued a policy that any work that is marked is not allowed to come home as homework and must be completed in school. So now my son is told that he must complete his work, that he requires extra time to do, at recess or at lunch! Seriously! That's the only time during the day that he can move! Before, he'd come home with unfinished work, and I would ensure that it was done and teach him what he needed to know using visuals and explanations for better understanding. Since that policy has come in, he has been failing because he refuses to give up his only active gym time at school. Have I already said that I hate our education system! I could do so much better, but my children want to play school sports, and they can't do that if I take them out to homeschool them.",Secondary School
410,17 yrs. Grade 11,"My child had low-key anxiety, but then got suddenly sicker with a whole bunch of things. She had daily panic attacks at school. She was told she was disruptive, and she had to leave the class. In reality, she had her head down on her desk and her breathing was loud. Making her leave class put her more on edge; this made the attacks more frequent. Peers ignored her; this also increased the attacks. In one instance, she was dragged across a hall in front of the school because she was panicking in the corner. She was asked to take a week off. She then started being unable to walk into class. Or be there. She slid into worse depression, couldn't go to class, and lost a whole year of high school. She had a 4-week in-hospital stay that improved her self-confidence at the end of the school year. She started a new school the next year. She was at a small school, which was supposed to help, but didn't. The large public school has been so much better and more helpful.",Secondary School
411,14 yrs. Grade 9,"Too many to list! Many days, I get the call from school: “was late for class”. Or did not attend. A detention always follows, regardless of how often I try to explain anxiety.",Secondary School
412,16 yrs. Grade 11,"Despite all the talk and supposed education on bullying, it has not gotten better. If anything, it is worse. In my daughter’s first year of high school, she was slapped in the face during class, and the teacher did nothing. In another class, a boy constantly told her to kill herself; the teacher knew and did nothing. These are some of the reasons why my daughter’s anxiety and depression became extreme and why she consistently refused to go to school.",Secondary School
413,14 yrs. Grade 9,"My daughter is a bright, intelligent child. She excelled in grade 7. But she was bored. She would always finish early in class. Teachers would tell her to sit quietly if she had no work, sometimes for up to an hour. She was not allowed to go to the library or out in the hall to play cards, etc. In grade 8 (September/October 2018), she became disillusioned with school and started to talk back to teachers. Then teachers would be rude to her, talk down to her, and send her to the office. She started to fake illness to not go to school. Then she started cutting. She became suicidal in January of grade 8. I spoke with the counsellor at her school and told him what was going on with her and asked him to talk to everyone involved at school. My daughter would miss 59/120 days of school by April of grade 8. I would tell her teachers what was going on and ask what else I could do. I was told I was doing everything I could. No one contacted me or asked why she was missing so much school. No one cared. Finally, she had a big fight with a teacher at the school, and my husband and I came in to the school to figure out how to proceed. It was then, in May 2019, that we found out about IEPs. No one had told us that you could get one for your child for anxiety/depression. We met with the vice principal and she questioned if my daughter “really needed” an IEP. I had paperwork sent over from her paediatrician and her CYMH counsellor within a day. To this day - January 2020 - we still do not have an IEP written for her. We had a meeting in October to talk about what we want in it.  She has been approved for $9,300 in extra funding related to her IEP, but nothing in writing. We have asked for EAs in her core classes. Nope. She’s not “sick enough”. I don’t see how the extra funding she gets - basically $1000 a month - is spent. Not to her benefit. The only things keeping her going to school are that she loves her math/science teacher (who supports her, recognizes that she is smart but needs to walk around) and bribes from me. Also - drugs are a huge problem at her school. First day back after Christmas: “Mom, you wouldn’t believe how many kids asked me to do weed with them at lunch.” Why do I need to fear that my child will be exposed to drugs at school, of all places? I have talked to the [redacted] and the principal both, and their “hands are tied” unless they know of a kid that is in possession; then they can search their locker. Thank you for engaging with parents.",Secondary School
414,16 yrs. Grade 10,"Situation 1 - My child has always been extremely anxious about fire drills, to the point where my child would refuse or attempt to refuse school on days when there were scheduled drills. A new principal, bless him, came up with a strategy to allow my child to have advance warning 5-10 minutes before drill to leave class, and exit the building with the firefighter ahead of the alarm going off. This worked, even to a point where my child was comfortable enough to accompany the firefighter that pulled the alarm (that was cool). This strategy was in place for about 4 years and worked well. New principal comes. Fire alarm strategy remained in place for a bit. But then new principal decides, without conversation with child or us/parents, to try to see how child reacts without strategy in place. Ack!!! New principal says... “Your child doesn’t seem anxious o me....” and didn’t think it was necessary anymore. Well - it was necessary. Principal didn’t seem to understand that anxious kids can hide it well. All those years of trust-building out the window, and back to school refusal during “fire drill season”. 

Situation 2 - At age of 12, child went through serious depressive and anxious phase to point where child was discussing self-harm and researching ways to commit suicide. Obviously, as parents, we sought treatment immediately via paediatrician and child psychologist. Plan was put in place, including strategies with school; teacher to keep close eye on child and watch for any signs of concern. At end of year, child transitioned to junior school (next door). Case conference held, attended by principals of both schools, SERTs of both schools, child’s teachers, psychologist overseeing treatment, and parents. Principal of junior school fully advised of concerns and issues. Letters from paediatrician and psychologist put on file at both schools, and parents ensured communication with new school in September. Anxiety at new school begins shortly into new school year. Admin reminded of student’s mental health history and academic needs. Case conference in November - attended by same principal, same SERT, same psychologist as 6 months earlier. Principal indicates that they have never been informed of mental health issues/self-harm risk.   One teacher in attendance at a case conference indicates that if our child is anxious, child will have to come forward and tell teacher in order to get help... in spite of having been advised several times that self-advocacy is a difficulty for child. 

Situation 3 - Child struggles with fine motor skills; this makes writing laborious. We constantly had to ask for handouts, notes, and information to stay caught up. There was no difficulty with comprehension. One week, child had two tests. Despite asking for help with notes, it didn’t come. Child didn’t have all info covered on tests. Fails both tests. Refuses to go to school because so ashamed of failing. Parent calls SERT to discuss. SERT says maybe child needs to spend some time resting and thinking how child could have done a better job.  

Situation 4 - For a year and a half, my child complained about being bullied at school - name-calling by others, being harassed, being ostracized, etc. This was raised with the principal on a number of occasions. One time, I was informed by another parent that my child and her child were sent to the principal’s office because of a schoolyard tussle between our two kids. My child was terrified, as my child does not have behavioural issues, and being sent to the principal’s office is a BIG DEAL in their eyes. I had a good rapport with the other parent, who was equally concerned, so I said that I would inquire with the principal about what happened - because there was no call from the school informing us of this situation. I emailed the principal in a very neutral, friendly tone to ask what had happened. I did not receive any reply - at all. (Meanwhile, my child is now afraid to go to
school). It took two weeks for the principal to respond, and that was only because we were face to face in a school IEP meeting. The principal said that they didn’t reply to my inquiry because “it was based on hearsay” (i.e., I said in the email that I had learned that my child was sent to the office from another parent and not the principal), and that the principal “doesn’t reply to gossip”.   Meanwhile, the bullying continued for the rest of the year. The next year, a new principal came, but the bullying didn’t improve. The new principal was more open to listening, which was good but didn’t do much, reporting that they felt that their attempts to resolve issues with particular bullies were not working. My child eventually couldn’t take it anymore, and permanently refused to return to school, reporting “feeling unsafe” and that nothing is done about bullying. When I informed the principal that I could no longer, in good conscience, force my child into this situation, the principal replied, “We have nice kids, the teachers see nothing, it must be your child’s perception.” This was using my child’s learning difficulties against them, assuming that my child was not able to judge what was bullying and what was not. (It WAS bullying, and my child’s LD did not impair this judgment.) Given that lack of support, we pulled my child from that school, initiated home instruction, and eventually switched to the school that we are at now. ONE MORE KICKER - several months later - the kids that were bullying my child showed up at our house, of their own volition, and apologized to my child for their actions. Wow (I was impressed)! So the kids took responsibility, but the adults, the ones that we entrusted our child to...did not. 
I have so many other scenarios that I could share. I could write a book.",Secondary School
979,Being Denied the Right to Learn,"I don’t know where to start. I do know that my daughter was left behind in the school system.

She had a major trauma happen to her in kindergarten. I let the school know. The next year in grade 1 she had significant difficulties that showed in her behavior.  I realized she hated going to school and that she had a learning disability. I asked for testing to be done and I was denied because she was too young. In spite of that, we kept plugging along. I asked for extra help and we got some but not enough. In grade 2 we were having meetings every week with the school about her behaviors. She wanted to go home every day. The school wasn’t a safe place for her. I had to go part-time with my job because of having to pick her up from school all the time. They finally agreed to do a psychological educational assessment. The assessment told us a lot, but the school wasn’t willing to follow the recommendations to support her.  We felt that the principal hated our daughter and us. She said it was our fault.

At the time I didn’t understand what was happening, so we tried doing only half days of school 3 days a week. It got worse. We went for help outside the school. They decided it was best to put her in a behavioral class in another school. We just wanted her out of that school because the principal was a complete bully. We moved schools hoping that she would get the extra help she needed. This never happened. She was in this class from grade 3 to grade 8 and the behaviors got worse. So bad that she refused to stay in the classroom. Lots of meetings lots of having to pick her up from school. We even went to the top of the school board level to get help. This didn’t work either. In her last year of elementary school, the police were called because she was walking the halls with scissors in her hand. It took 4 officers to take her down and put her in cuffs on both her hands and feet and be taken to the hospital for evaluation. She was taken to the [redacted] for a week and put on more medication. It was heartbreaking.

She didn’t want to go back to school after that, but we felt that we had no choice. We had to send her, or we would have the police at our door again. In grade 9 she was put into the section class. I got calls every day to pick her up because she wouldn’t stay in the classroom. Meetings after meeting they were told about all the assessments and how to help her and still nothing. She has been suspended more times than I can count. It’s the same every year. She is in grade 11 this year and we opted for online learning. That didn’t work either because they put her in regular classes. She really only has a grade 3 education, and they expect her to learn at grade level…… She wants to go back to school again and I’m the mean one for keeping her at home. I know what the outcome will be. The school never changes. That’s my story in a quick version. Way more to it but too much to tell. She is in counseling and has been for years.

&nbsp;",Elementary School
984,My Teen &amp; School Phobia,"My son started showing signs of school phobia at the beginning of Grade 11 following the numerous shutdowns of in-person learning. However, if I look back, he and his twin brother began exhibiting signs of school phobia from the beginning in kindergarten. It was only until my one son began missing multiple school days (outside of being late) that I began to worry intensely about the pattern that was beginning to appear. The consequences have been awful-- not only grades falling from A to D, but watching my son's self-esteem, sense of belonging, and anything else that should allow a young person to feel validated wither away. My son-- so full of artistic, creative gifts-- lie listlessly in bed when he should be excited about the day-- shutting himself off from the outside, living world-- has been a cruel and humbling journey. The mornings have become a source of dread as I am unsure as to what to expect.

The experience has impacted our family dynamic by intensifying the stress level so much that it has caused my own anxiety to elevate along with feelings of depression and doubt in myself as a parent. A recent psychoeducational assessment has provided information about a mild inattentive ADHD diagnosis with social anxiety (previous testing only provided a diagnosis of ""gifted""/ Generalized Anxiety Disorder back in Grade 5), but the looming question is ""where do we go from here?"". Experiencing a child who has school phobia has allowed me to see, even as an educator myself, how flawed our system is in providing support to children and families. It has also shown how crucial a need there is for change in our society to show that, as a society, we truly value our youth.",Secondary School
1001,The anxious child- undiagnosed by clueless elementary school staff,"Sad and disappointed to read that the plight of today's school Refuser hasn't changed much since my nightmare experience in elementary and high school in the late 50's and  60's.

As a child born with an undiagnosed anxiety disorder I hated school and started running away at age 7. Because I was forced to go to school under fear of the police getting involved I was smart enough to figure out ways to avoid school an avoid the truancy cops. I would leave home in the morning- brown paper lunch bag in hand and walk the 20 minutes to school. I knew that if I was marked ""present"" in the first class of the morning then nobody knew when I would simply walk out of school and keep going. The feeling of freedom when I was hiding out in the forested areas of my neighbourhood was exhillerating and I knew no cop was going to go looking there. After all they couldn't imagine a seven or eight year old off in the woods all day by himself. But the cops never caught me but I failed two grades making me two years older than my classmates which made things even worse.

In grade 10 I was finally kicked out. At that point I was physically able to take on the teachers who seemed to enjoy making my life miserable and making me feel like a loser. A physical dust up with a gym teacher who took great pleasure in making me feel like a loser because I was a chubby kid and very bad at sports. I ended up taking a high school graduation course at home  WHICH I PASSED EASILY! This was a kid who never got more than a C in any school subject.

Today I am a happily retired multimillionaire who spent 20 years as a [redacted] travelling the world for two major networks  and then moving into the movie business (a childhood dream) as a [redacted] having made over [redacted] movies and winning numerous awards.

My rotten experience in public school made me put both my kids into private school fro JK to grade 12 in classes with a maximum of 15 kids. Both my  children are very sucessful- one a PHd in history teaching at the university level and my son is an up a coming executive. I have been married to the same woman for 35 years.

<strong>If only one school official had taken an interest in an obviously intelligent, artistic kid who loved to read and draw and write short stories but who simply could not handle school culture because he suffered both extreme anxiety and very low self esteem.</strong>

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;",Secondary School
